日期,时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,成交状态,最新成交时间
2014-05-27,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,1225.4205份,-,-,0,委托中,None
2014-05-27,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,1312.0691份,-,-,0,委托中,None
2014-05-27,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1458.1634份,-,-,0,委托中,None
2014-05-27,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,1047.2781份,-,-,0,委托中,None
2014-05-27,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,1225.4205份,-,-,0,委托中,None
2014-05-27,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,1297.8694份,0.754,979.242,1297.8694份,-,-,14.91,全部成交,2014-05-29 09:30:00
2014-05-27,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1438.3907份,0.684,983.859,1438.3907份,-,-,14.98,全部成交,2014-05-29 09:30:00
2014-05-27,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,1034.8402份,0.946,978.959,1034.8402份,-,-,14.91,全部成交,2014-05-29 09:30:00
2014-05-27,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,1229.4987份,0.751,923.599,1229.4987份,-,-,0,全部成交,2014-05-29 09:30:00
2014-06-03,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,1316.4605份,-,-,0,委托中,None
2014-06-03,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1456.5984份,-,-,0,委托中,None
2014-06-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,1055.065份,-,-,0,委托中,None
2014-06-03,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,1195.0152份,-,-,0,委托中,None
2014-06-03,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,1316.4605份,-,-,0,委托中,None
2014-06-03,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1456.5984份,-,-,0,委托中,None
2014-06-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,1055.065份,-,-,0,委托中,None
2014-06-03,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,1195.0152份,-,-,0,委托中,None
2014-06-03,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,1300.6628份,0.755,982.261,1300.6628份,-,-,14.96,全部成交,2014-06-05 09:30:00
2014-06-03,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1436.8439份,0.685,984.238,1436.8439份,-,-,14.99,全部成交,2014-06-05 09:30:00
2014-06-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,1041.4455份,0.942,981.042,1041.4455份,-,-,14.94,全部成交,2014-06-05 09:30:00
2014-06-03,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,1198.9654份,0.756,906.778,1198.9654份,-,-,0,全部成交,2014-06-05 09:30:00
2014-06-10,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,1296.7884份,-,-,0,委托中,None
2014-06-10,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1463.2878份,-,-,0,委托中,None
2014-06-10,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,1058.3845份,-,-,0,委托中,None
2014-06-10,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,1199.1994份,-,-,0,委托中,None
