日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价,保证金,当日盈亏,今手数,仓位占比
2015-10-22,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.631,1778.1,123.39,1.518,-,0,-85.03,0份,0.44%
2015-10-22,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.217,0.78,0.28,0.779,-,0,-0.03,0份,0%
2015-10-22,,Cash,,,,,398526.54,,,,,,
2015-10-23,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.292,0.94,0.35,0.806,-,0,0.01,0份,0%
2015-10-23,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.133,575.61,69.75,0.996,-,0,0.51,0份,0.14%
2015-10-23,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.667,1817.35,162.64,1.518,-,0,39.25,0份,0.45%
2015-10-23,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.243,0.8,0.3,0.779,-,0,0.02,0份,0%
2015-10-23,,Cash,,,,,398526.54,,,,,,
2015-10-26,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.311,0.95,0.37,0.806,-,0,0.01,0份,0%
2015-10-26,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.142,580.18,74.32,0.996,-,0,4.57,0份,0.14%
2015-10-26,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.698,1851.15,196.43,1.518,-,0,33.8,0份,0.46%
2015-10-26,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.272,0.82,0.32,0.779,-,0,0.02,0份,0%
2015-10-26,,Cash,,,,,398526.54,,,,,,
2015-10-27,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.318,0.96,0.37,0.806,-,0,0.01,0份,0%
2015-10-27,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.144,581.2,75.34,0.996,-,0,1.02,0份,0.14%
2015-10-27,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.712,1866.41,211.7,1.518,-,0,15.26,0份,0.47%
2015-10-27,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.281,0.82,0.32,0.779,-,0,0.01,0份,0%
2015-10-27,,Cash,,,,,398526.54,,,,,,
2015-10-28,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.318,0.96,0.37,0.806,-,0,0,0份,0%
2015-10-28,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.141,579.68,73.81,0.996,-,0,-1.52,0份,0.14%
2015-10-28,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.717,1871.86,217.15,1.518,-,0,5.45,0份,0.47%
2015-10-28,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.280,0.82,0.32,0.779,-,0,0,0份,0%
2015-10-28,,Cash,,,,,398526.54,,,,,,
2015-10-29,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.296,0.94,0.36,0.806,-,0,-0.02,0份,0%
2015-10-29,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.127,572.56,66.7,0.996,-,0,-7.11,0份,0.14%
2015-10-29,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.687,1839.15,184.44,1.518,-,0,-32.71,0份,0.46%
2015-10-29,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.261,0.81,0.31,0.779,-,0,-0.01,0份,0%
2015-10-29,,Cash,,,,,398526.54,,,,,,
2015-10-30,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.299,0.95,0.36,0.806,-,0,0,0份,0%
2015-10-30,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.128,573.07,67.21,0.996,-,0,0.51,0份,0.14%
2015-10-30,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.693,1845.7,190.98,1.518,-,0,6.54,0份,0.46%
2015-10-30,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.270,0.81,0.31,0.779,-,0,0.01,0份,0%
2015-10-30,,Cash,,,,,398526.54,,,,,,
2015-11-02,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.300,0.95,0.36,0.806,-,0,0,0份,0%
2015-11-02,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.127,572.56,66.7,0.996,-,0,-0.51,0份,0.14%
2015-11-02,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.687,1839.15,184.44,1.518,-,0,-6.54,0份,0.46%
2015-11-02,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.267,0.81,0.31,0.779,-,0,0,0份,0%
2015-11-02,,Cash,,,,,398526.54,,,,,,
2015-11-03,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.283,0.94,0.35,0.806,-,0,-0.01,0份,0%
2015-11-03,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.113,565.45,59.59,0.996,-,0,-7.11,0份,0.14%
2015-11-03,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.659,1808.63,153.92,1.518,-,0,-30.53,0份,0.45%
2015-11-03,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.247,0.8,0.3,0.779,-,0,-0.01,0份,0%
2015-11-03,,Cash,,,,,398526.54,,,,,,
2015-11-04,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.279,0.93,0.35,0.806,-,0,0,0份,0%
2015-11-04,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.109,563.42,57.55,0.996,-,0,-2.03,0份,0.14%
2015-11-04,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1090.19份,1090.1922份,1.651,1799.91,145.2,1.518,-,0,-8.72,0份,0.45%
2015-11-04,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.244,0.8,0.3,0.779,-,0,0,0份,0%
2015-11-04,,Cash,,,,,398526.54,,,,,,
2015-11-05,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.333,0.97,0.38,0.806,-,0,0.04,0份,0%
2015-11-05,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.152,585.26,79.4,0.996,-,0,21.85,0份,0.15%
2015-11-05,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.723,2289.16,234.86,1.546,-,0,95.66,238.3955份,0.57%
2015-11-05,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.299,0.83,0.33,0.779,-,0,0.03,0份,0%
2015-11-05,,Cash,,,,,398126.96,,,,,,
2015-11-06,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.356,0.99,0.4,0.806,-,0,0.02,0份,0%
2015-11-06,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.179,598.98,93.12,0.996,-,0,13.72,0份,0.15%
2015-11-06,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.747,2321.04,266.75,1.546,-,0,31.89,0份,0.58%
2015-11-06,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.318,0.85,0.35,0.779,-,0,0.01,0份,0%
2015-11-06,,Cash,,,,,398126.96,,,,,,
2015-11-09,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.385,1.01,0.42,0.806,-,0,0.02,0份,0%
2015-11-09,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.195,607.11,101.25,0.996,-,0,8.13,0份,0.15%
2015-11-09,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.780,2364.89,310.59,1.546,-,0,43.84,0份,0.59%
2015-11-09,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.341,0.86,0.36,0.779,-,0,0.01,0份,0%
2015-11-09,,Cash,,,,,398126.96,,,,,,
2015-11-10,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.405,1.02,0.44,0.806,-,0,0.01,0份,0%
2015-11-10,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.216,617.78,111.91,0.996,-,0,10.67,0份,0.15%
2015-11-10,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.803,2395.44,341.15,1.546,-,0,30.56,0份,0.6%
2015-11-10,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.357,0.87,0.37,0.779,-,0,0.01,0份,0%
2015-11-10,,Cash,,,,,398126.96,,,,,,
2015-11-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.399,1.02,0.43,0.806,-,0,0,0份,0%
2015-11-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.207,613.21,107.34,0.996,-,0,-4.57,0份,0.15%
2015-11-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.804,2396.77,342.48,1.546,-,0,1.33,0份,0.6%
2015-11-11,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.352,0.87,0.37,0.779,-,0,0,0份,0%
2015-11-11,,Cash,,,,,398126.96,,,,,,
2015-11-12,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.398,1.02,0.43,0.806,-,0,0,0份,0%
2015-11-12,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.204,611.68,105.82,0.996,-,0,-1.52,0份,0.15%
2015-11-12,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.811,2406.07,351.78,1.546,-,0,9.3,0份,0.6%
2015-11-12,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.355,0.87,0.37,0.779,-,0,0,0份,0%
2015-11-12,,Cash,,,,,398126.96,,,,,,
2015-11-13,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.387,1.01,0.42,0.806,-,0,-0.01,0份,0%
2015-11-13,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.192,605.59,99.72,0.996,-,0,-6.1,0份,0.15%
2015-11-13,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.799,2390.13,335.83,1.546,-,0,-15.94,0份,0.6%
2015-11-13,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.343,0.86,0.36,0.779,-,0,-0.01,0份,0%
2015-11-13,,Cash,,,,,398126.96,,,,,,
2015-11-16,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.370,1,0.41,0.806,-,0,-0.01,0份,0%
2015-11-16,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.180,599.49,93.62,0.996,-,0,-6.1,0份,0.15%
2015-11-16,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.780,2364.89,310.59,1.546,-,0,-25.24,0份,0.59%
2015-11-16,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.322,0.85,0.35,0.779,-,0,-0.01,0份,0%
2015-11-16,,Cash,,,,,398126.96,,,,,,
2015-11-17,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.382,1.01,0.42,0.806,-,0,0.01,0份,0%
2015-11-17,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.197,608.13,102.26,0.996,-,0,8.64,0份,0.15%
2015-11-17,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.800,2391.46,337.16,1.546,-,0,26.57,0份,0.6%
2015-11-17,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.331,0.85,0.35,0.779,-,0,0.01,0份,0%
2015-11-17,,Cash,,,,,398126.96,,,,,,
2015-11-18,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.385,1.01,0.42,0.806,-,0,0,0份,0%
2015-11-18,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.201,610.16,104.29,0.996,-,0,2.03,0份,0.15%
2015-11-18,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.801,2392.79,338.49,1.546,-,0,1.33,0份,0.6%
2015-11-18,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.332,0.85,0.35,0.779,-,0,0,0份,0%
2015-11-18,,Cash,,,,,398126.96,,,,,,
2015-11-19,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.375,1,0.41,0.806,-,0,-0.01,0份,0%
2015-11-19,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.197,608.13,102.26,0.996,-,0,-2.03,0份,0.15%
2015-11-19,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.779,2363.56,309.26,1.546,-,0,-29.23,0份,0.59%
2015-11-19,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.326,0.85,0.35,0.779,-,0,0,0份,0%
2015-11-19,,Cash,,,,,398126.96,,,,,,
2015-11-20,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.390,1.01,0.43,0.806,-,0,0.01,0份,0%
2015-11-20,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.206,612.7,106.83,0.996,-,0,4.57,0份,0.15%
2015-11-20,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.809,2403.42,349.12,1.546,-,0,39.86,0份,0.6%
2015-11-20,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.341,0.86,0.36,0.779,-,0,0.01,0份,0%
2015-11-20,,Cash,,,,,398126.96,,,,,,
2015-11-23,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.387,1.01,0.42,0.806,-,0,0,0份,0%
2015-11-23,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.204,611.68,105.82,0.996,-,0,-1.02,0份,0.15%
2015-11-23,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.821,2419.36,365.06,1.546,-,0,15.94,0份,0.6%
2015-11-23,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.344,0.86,0.36,0.779,-,0,0,0份,0%
2015-11-23,,Cash,,,,,398126.96,,,,,,
2015-11-24,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.380,1.01,0.42,0.806,-,0,-0.01,0份,0%
2015-11-24,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.199,609.14,103.28,0.996,-,0,-2.54,0份,0.15%
2015-11-24,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.817,2414.04,359.75,1.546,-,0,-5.31,0份,0.6%
2015-11-24,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.333,0.86,0.36,0.779,-,0,-0.01,0份,0%
2015-11-24,,Cash,,,,,398126.96,,,,,,
2015-11-25,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.377,1,0.42,0.806,-,0,0,0份,0%
2015-11-25,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.195,607.11,101.25,0.996,-,0,-2.03,0份,0.15%
2015-11-25,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.827,2427.33,373.03,1.546,-,0,13.29,0份,0.61%
2015-11-25,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.336,0.86,0.36,0.779,-,0,0,0份,0%
2015-11-25,,Cash,,,,,398126.96,,,,,,
2015-11-26,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.382,1.01,0.42,0.806,-,0,0,0份,0%
2015-11-26,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.199,609.14,103.28,0.996,-,0,2.03,0份,0.15%
2015-11-26,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.854,2463.2,408.9,1.546,-,0,35.87,0份,0.61%
2015-11-26,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.344,0.86,0.36,0.779,-,0,0,0份,0%
2015-11-26,,Cash,,,,,398126.96,,,,,,
2015-11-27,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.379,1,0.42,0.806,-,0,0,0份,0%
2015-11-27,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.194,606.6,100.74,0.996,-,0,-2.54,0份,0.15%
2015-11-27,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,1328.59份,1328.5877份,1.846,2452.57,398.28,1.546,-,0,-10.63,0份,0.61%
2015-11-27,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.342,0.86,0.36,0.779,-,0,0,0份,0%
2015-11-27,,Cash,,,,,398126.96,,,,,,
2015-11-30,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.314,0.96,0.37,0.806,-,0,-0.05,0份,0%
2015-11-30,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,508.04份,508.04210000001份,1.143,580.69,74.83,0.996,-,0,-25.91,0份,0.14%
